time,lasttime,lat,lng,speed,course,altitude-M,sat_track,voltage,Temp-C,altitude-m,unk4
10/10/20 18:38,10/10/20 18:38,50.10333,-103.60033,85,61,12241.38,10,4.76,-8,12241,83
10/10/20 18:40,10/10/20 18:40,50.11567,-103.56533,85,60,12234.37,10,4.76,-8,12234,84
10/10/20 18:42,10/10/20 18:42,50.12817,-103.5305,85,60,12242.6,10,4.64,-4,12242,85
10/10/20 18:44,10/10/20 18:44,50.1405,-103.49567,85,61,12237.42,10,4.66,-2,12237,86
10/10/20 18:46,10/10/20 18:46,50.15233,-103.46083,83,62,12247.47,10,4.8,-8,12247,87
10/10/20 18:48,10/10/20 18:48,50.16383,-103.42617,83,61,12244.43,10,4.8,-9,12244,88
10/10/20 18:50,10/10/20 18:50,50.176,-103.39083,85,61,12247.47,10,4.74,-4,12247,89
10/10/20 18:52,10/10/20 18:52,50.18817,-103.3555,85,61,12244.43,10,4.64,-8,12244,90
10/10/20 18:54,10/10/20 18:54,50.20033,-103.32017,85,62,12264.54,11,4.78,-13,12264,91
10/10/20 18:56,10/10/20 18:56,50.2125,-103.28467,87,61,12268.5,11,4.96,-10,12268,92
10/10/20 18:58,10/10/20 18:58,50.22533,-103.24867,89,60,12256.31,11,4.64,-3,12256,93
10/10/20 19:00,10/10/20 19:00,50.2385,-103.212,89,61,12254.48,11,4.86,-3,12254,94
10/10/20 19:02,10/10/20 19:02,50.251,-103.175,89,62,12220.35,11,4.72,-7,12220,95
10/10/20 19:04,10/10/20 19:04,50.26233,-103.1385,83,65,12249.3,11,4.92,-7,12249,96
10/10/20 19:06,10/10/20 19:06,50.273,-103.1025,83,64,12229.49,11,4.74,-4,12229,97
10/10/20 19:08,10/10/20 19:08,50.2835,-103.067,81,66,12243.51,11,4.8,-9,12243,98
10/10/20 19:10,10/10/20 19:10,50.293,-103.03217,80,67,12250.52,11,4.94,-14,12250,99
10/10/20 19:12,10/10/20 19:12,50.30217,-102.99783,78,67,12250.52,11,4.86,-9,12250,100
10/10/20 19:14,10/10/20 19:14,50.311,-102.964,78,66,12280.39,11,4.98,-10,12280,101
10/10/20 19:16,10/10/20 19:16,50.3205,-102.92967,80,66,12273.38,11,4.84,-13,12273,102
10/10/20 19:18,10/10/20 19:18,50.33017,-102.89467,81,66,12276.43,11,4.72,-8,12276,103
10/10/20 19:20,10/10/20 19:20,50.34017,-102.859,83,65,12284.35,11,4.72,-10,12284,104
10/10/20 19:22,10/10/20 19:22,50.35083,-102.82333,83,64,12282.53,10,4.94,-11,12282,105
10/10/20 19:24,10/10/20 19:24,50.36167,-102.78733,85,64,12274.3,11,4.66,-9,12274,106
10/10/20 19:26,10/10/20 19:26,50.373,-102.75067,87,64,12277.34,11,4.8,-12,12277,107
10/10/20 19:28,10/10/20 19:28,50.38467,-102.7135,87,63,12279.48,11,4.86,-9,12279,108
10/10/20 19:30,10/10/20 19:30,50.3965,-102.67633,89,63,12257.53,11,4.86,-6,12257,109
10/10/20 19:32,10/10/20 19:32,50.40817,-102.6385,89,64,12253.57,11,4.72,-10,12253,110
10/10/20 19:36,10/10/20 19:36,50.43217,-102.56183,91,63,12225.53,11,4.74,-7,12225,112
10/10/20 19:38,10/10/20 19:38,50.44417,-102.5235,89,64,12239.55,11,4.74,-7,12239,113
10/10/20 19:42,10/10/20 19:42,50.4665,-102.44867,85,66,12241.38,11,4.62,-7,12241,115
10/10/20 19:46,10/10/20 19:46,50.48683,-102.37567,83,66,12252.35,11,4.9,-5,12252,117
10/10/20 19:50,10/10/20 19:50,50.50717,-102.3025,85,66,12250.52,10,4.64,-6,12250,119
10/10/20 19:58,10/10/20 19:58,50.54983,-102.15367,87,66,12251.44,10,4.52,1,12251,123
10/10/20 20:06,10/10/20 20:06,50.59017,-102.0035,85,67,12260.58,11,4.8,-1,12260,127
10/10/20 20:10,10/10/20 20:10,50.61,-101.92833,85,67,12235.59,10,4.94,-5,12235,129
10/10/20 20:12,10/10/20 20:12,50.61967,-101.891,85,68,12251.44,10,4.64,-8,12251,130
10/10/20 20:18,10/10/20 20:18,50.6475,-101.77883,83,69,12251.44,10,4.52,-4,12251,133
10/10/20 20:22,10/10/20 20:22,50.66467,-101.70433,83,71,12257.53,11,4.1,0,12257,135
10/10/20 20:26,10/10/20 20:26,50.68067,-101.63033,81,71,12261.49,11,4.88,-9,12261,137
10/11/20 13:06,10/11/20 13:06,50.52283,-79.6005,126,114,12068.56,6,3.9,-10,12068,2
10/11/20 13:26,10/11/20 13:26,50.37917,-79.08767,124,113,12057.58,9,3.28,-17,12057,3
10/11/20 13:28,10/11/20 13:28,50.36433,-79.03367,124,113,12063.37,9,3.76,-14,12063,4
10/11/20 13:29,10/11/20 13:29,50.3495,-78.98017,124,113,12071.3,9,4.46,-13,12071,5
10/11/20 13:31,10/11/20 13:31,50.33467,-78.92583,126,113,12060.33,9,3.28,-5,12060,6
10/11/20 13:34,10/11/20 13:34,50.31967,-78.87183,124,113,12061.55,8,4.54,-16,12061,7
10/11/20 13:36,10/11/20 13:36,50.3045,-78.8185,126,113,12066.42,8,4.18,-10,12066,8
10/11/20 13:38,10/11/20 13:38,50.28933,-78.7645,126,113,12051.49,8,3.82,-8,12051,9
10/11/20 13:45,10/11/20 13:45,50.23317,-78.56283,126,113,12047.52,8,3.28,-1,12047,4
10/11/20 13:47,10/11/20 13:47,50.21767,-78.5085,126,114,12080.44,7,4.58,-7,12080,5
10/11/20 13:49,10/11/20 13:49,50.20217,-78.45383,128,113,12060.33,8,3.64,-7,12060,6
10/11/20 13:51,10/11/20 13:51,50.18667,-78.39967,128,114,12050.57,8,4.62,-6,12050,7
10/11/20 13:53,10/11/20 13:53,50.17117,-78.345,128,113,12035.33,8,4.36,-9,12035,8
10/11/20 13:55,10/11/20 13:55,50.15567,-78.29067,126,114,12062.46,8,4.44,-11,12062,9
10/11/20 13:57,10/11/20 13:57,50.13983,-78.2365,126,114,12061.55,8,4.02,-3,12061,10
10/11/20 13:59,10/11/20 13:59,50.12417,-78.182,128,114,12076.48,8,3.88,0,12076,11
10/11/20 14:01,10/11/20 14:01,50.10817,-78.127,130,113,12064.29,7,4.32,-7,12064,12
10/11/20 14:03,10/11/20 14:03,50.09233,-78.0715,130,113,12048.44,8,3.56,-6,12048,13
10/11/20 14:05,10/11/20 14:05,50.0765,-78.01567,130,113,12053.32,8,4.12,-3,12053,14
10/11/20 14:07,10/11/20 14:07,50.06067,-77.95967,130,113,12059.41,9,4.62,-7,12059,15
10/11/20 14:09,10/11/20 14:09,50.0445,-77.90433,130,114,12069.47,9,4.78,-7,12069,16
10/11/20 14:11,10/11/20 14:11,50.02817,-77.8495,128,115,12050.57,9,4.86,-7,12050,17
10/11/20 14:13,10/11/20 14:13,50.01167,-77.795,130,114,12069.47,8,4.04,-1,12069,18
10/11/20 14:15,10/11/20 14:15,49.99517,-77.74033,130,115,12062.46,9,3.42,-8,12062,19
10/11/20 14:17,10/11/20 14:17,49.97867,-77.68583,130,114,12066.42,9,4.44,-8,12066,20
10/11/20 14:19,10/11/20 14:19,49.96217,-77.63167,128,115,12075.57,9,4.42,-3,12075,21
10/11/20 14:21,10/11/20 14:21,49.946,-77.57683,130,114,12071.3,9,4.88,-7,12071,22
10/11/20 14:23,10/11/20 14:23,49.93,-77.52183,130,113,12058.5,10,4.22,-5,12058,23
10/11/20 14:25,10/11/20 14:25,49.91417,-77.46667,130,114,12072.52,10,4.28,1,12072,24
10/11/20 14:27,10/11/20 14:27,49.89817,-77.41133,131,114,12067.34,10,4.5,-3,12067,25
10/11/20 14:29,10/11/20 14:29,49.88183,-77.35567,131,114,12060.33,10,4.46,-9,12060,26
10/11/20 14:31,10/11/20 14:31,49.86533,-77.3005,130,116,12079.53,11,4.94,-5,12079,27
10/11/20 14:33,10/11/20 14:33,49.84833,-77.24583,131,115,12036.55,11,4.78,-5,12036,28
10/11/20 14:35,10/11/20 14:35,49.83117,-77.19083,131,115,12068.56,11,4.36,-1,12068,29
10/11/20 14:37,10/11/20 14:37,49.81417,-77.136,130,115,12081.36,11,4.34,-1,12081,30
10/11/20 14:39,10/11/20 14:39,49.79783,-77.08067,131,114,12041.43,11,4.84,-8,12041,31
10/11/20 14:43,10/11/20 14:43,49.76483,-76.969,131,114,12078.31,11,4.22,1,12078,33
10/11/20 14:45,10/11/20 14:45,49.74833,-76.91317,131,114,12067.34,11,4.9,-7,12067,34
10/11/20 14:47,10/11/20 14:47,49.73183,-76.8575,131,114,12069.47,11,4.66,-8,12069,35
10/11/20 14:49,10/11/20 14:49,49.71517,-76.80233,130,115,12065.51,10,4.48,-4,12065,36
10/11/20 14:51,10/11/20 14:51,49.69833,-76.74767,130,115,12060.33,11,4.72,-8,12060,37
10/11/20 14:53,10/11/20 14:53,49.6815,-76.69333,130,115,12075.57,10,4.8,-4,12075,38
10/11/20 14:55,10/11/20 14:55,49.66483,-76.639,130,115,12066.42,10,4.9,-6,12066,39
10/11/20 14:59,10/11/20 14:59,49.63083,-76.53017,130,115,12056.36,10,4.84,-2,12056,41
10/11/20 15:01,10/11/20 15:01,49.61383,-76.47617,130,116,12076.48,9,4.8,-7,12076,42
10/11/20 15:03,10/11/20 15:03,49.59667,-76.42183,131,115,12068.56,9,4.86,-10,12068,43
10/11/20 15:05,10/11/20 15:05,49.5795,-76.36683,131,115,12050.57,9,4.82,-13,12050,44
10/11/20 15:07,10/11/20 15:07,49.5625,-76.31233,130,115,12052.4,9,4.62,-8,12052,45
10/11/20 15:09,10/11/20 15:09,49.54567,-76.25817,130,115,12065.51,9,4.76,-6,12065,46
10/11/20 15:11,10/11/20 15:11,49.52917,-76.20383,131,115,12076.48,9,4.64,-7,12076,47
10/11/20 15:13,10/11/20 15:13,49.51233,-76.14867,131,115,12069.47,9,4.86,-3,12069,48
10/11/20 15:15,10/11/20 15:15,49.49517,-76.093,133,115,12073.43,9,4.86,-9,12073,49
10/11/20 15:17,10/11/20 15:17,49.478,-76.03733,133,115,12058.5,9,4.56,-9,12058,50
10/11/20 15:19,10/11/20 15:19,49.46117,-75.98183,131,114,12059.41,9,4.68,-2,12059,51
10/11/20 15:21,10/11/20 15:21,49.44483,-75.92683,130,114,12047.52,9,4.84,-11,12047,52
10/11/20 15:23,10/11/20 15:23,49.429,-75.87233,130,113,12052.4,9,4.76,-7,12052,53
10/11/20 15:25,10/11/20 15:25,49.41333,-75.81767,130,113,12045.39,9,4.7,-10,12045,54
10/11/20 15:27,10/11/20 15:27,49.39733,-75.763,131,114,12061.55,9,4.88,-12,12061,55
10/11/20 15:29,10/11/20 15:29,49.381,-75.70783,131,114,12048.44,10,4.78,-19,12048,56
10/11/20 15:31,10/11/20 15:31,49.36483,-75.653,130,114,12050.57,10,4.92,-9,12050,57
10/11/20 15:33,10/11/20 15:33,49.34833,-75.59817,131,114,12056.36,11,4.82,-18,12056,58
10/11/20 15:35,10/11/20 15:35,49.33167,-75.54317,131,114,12059.41,11,4.5,-6,12059,59
10/11/20 15:37,10/11/20 15:37,49.31483,-75.48833,131,115,12061.55,11,4.94,-8,12061,60
10/11/20 15:39,10/11/20 15:39,49.298,-75.43317,131,114,12056.36,11,4.7,-2,12056,61
10/11/20 15:41,10/11/20 15:41,49.282,-75.37767,131,113,12054.54,11,4.94,0,12054,62
10/11/20 15:43,10/11/20 15:43,49.266,-75.3215,133,113,12063.37,12,4.9,-2,12063,63
10/11/20 15:45,10/11/20 15:45,49.25,-75.26467,135,113,12071.3,12,4.9,-13,12071,64
10/11/20 15:47,10/11/20 15:47,49.23367,-75.20683,137,113,12073.43,11,4.84,-17,12073,65
10/11/20 15:49,10/11/20 15:49,49.21717,-75.14933,137,113,12074.35,11,4.9,-7,12074,66
10/11/20 15:51,10/11/20 15:51,49.20033,-75.092,137,114,12067.34,11,4.9,-3,12067,67
10/11/20 15:53,10/11/20 15:53,49.1835,-75.03483,135,114,12052.4,11,4.9,-2,12052,68
10/11/20 15:55,10/11/20 15:55,49.16667,-74.97817,135,114,12051.49,11,4.76,-5,12051,69
10/11/20 15:57,10/11/20 15:57,49.14983,-74.92167,135,114,12072.52,11,4.88,-2,12072,70
10/11/20 15:59,10/11/20 15:59,49.13267,-74.86533,135,115,12067.34,11,4.9,-9,12067,71
10/11/20 16:01,10/11/20 16:01,49.11533,-74.80917,135,115,12044.48,11,4.66,-4,12044,72
10/11/20 16:03,10/11/20 16:03,49.09817,-74.75317,133,114,12053.32,11,4.78,-4,12053,73
10/11/20 16:05,10/11/20 16:05,49.08133,-74.69733,135,115,12067.34,11,4.74,2,12067,74
10/11/20 16:07,10/11/20 16:07,49.06367,-74.6415,135,116,12080.44,11,4.9,-2,12080,75
10/11/20 16:09,10/11/20 16:09,49.0455,-74.58567,135,116,12053.32,11,4.92,-4,12053,76
10/11/20 16:11,10/11/20 16:11,49.02717,-74.52967,137,116,12055.45,11,4.9,-5,12055,77
10/11/20 16:13,10/11/20 16:13,49.00933,-74.4735,137,115,12071.3,10,4.92,-3,12071,78
10/11/20 16:15,10/11/20 16:15,48.99133,-74.417,139,116,12079.53,11,4.84,-5,12079,79
10/11/20 16:17,10/11/20 16:17,48.97267,-74.3605,139,117,12064.29,11,4.94,-7,12064,80
10/11/20 16:19,10/11/20 16:19,48.95383,-74.30417,137,116,12060.33,11,4.88,-15,12060,81
10/11/20 16:21,10/11/20 16:21,48.93517,-74.24833,137,116,12084.41,10,4.82,-9,12084,82
10/11/20 16:23,10/11/20 16:23,48.9165,-74.19267,137,117,12079.53,10,4.94,-9,12079,83
10/11/20 16:25,10/11/20 16:25,48.89733,-74.13667,139,116,12074.35,10,4.64,-1,12074,84
10/11/20 16:27,10/11/20 16:27,48.87867,-74.08033,139,116,12074.35,10,4.86,-6,12074,85
10/11/20 16:29,10/11/20 16:29,48.86067,-74.0235,139,115,12062.46,9,4.94,-5,12062,86
10/11/20 16:31,10/11/20 16:31,48.84317,-73.966,139,114,12079.53,10,4.64,-3,12079,87
10/11/20 16:33,10/11/20 16:33,48.82633,-73.90783,139,113,12069.47,9,4.66,3,12069,88
10/11/20 16:35,10/11/20 16:35,48.80983,-73.8485,143,112,12062.46,9,4.7,-6,12062,89
10/11/20 16:37,10/11/20 16:37,48.79333,-73.78783,144,112,12092.33,9,4.88,-4,12092,90
10/11/20 16:39,10/11/20 16:39,48.77617,-73.727,146,113,12083.49,9,4.86,-6,12083,91
10/11/20 16:41,10/11/20 16:41,48.75783,-73.66583,148,114,12076.48,9,4.84,-12,12076,92
10/11/20 16:43,10/11/20 16:43,48.73967,-73.6045,146,113,12065.51,10,4.88,-15,12065,93
10/11/20 16:45,10/11/20 16:45,48.7225,-73.54383,144,112,12025.58,9,4.9,-13,12025,94
10/11/20 16:47,10/11/20 16:47,48.70617,-73.48317,143,111,12018.57,9,4.86,-10,12018,95
10/11/20 16:49,10/11/20 16:49,48.69133,-73.4225,143,110,12073.43,10,4.78,-7,12073,96
10/11/20 16:51,10/11/20 16:51,48.67583,-73.36167,144,111,12068.56,10,4.82,-7,12068,97
10/11/20 16:53,10/11/20 16:53,48.66,-73.30017,144,111,12052.4,10,4.74,-6,12052,98
10/11/20 16:55,10/11/20 16:55,48.64433,-73.23883,144,111,12060.33,10,4.9,-7,12060,99
10/11/20 16:57,10/11/20 16:57,48.62867,-73.17733,144,110,12069.47,10,4.84,-14,12069,100
10/11/20 16:59,10/11/20 16:59,48.61333,-73.11567,146,110,12065.51,10,4.82,-12,12065,101
10/11/20 17:01,10/11/20 17:01,48.59833,-73.05333,146,109,12035.33,11,4.82,-14,12035,102
10/11/20 17:03,10/11/20 17:03,48.5835,-72.99033,148,109,12041.43,11,4.72,-15,12041,103
10/11/20 17:05,10/11/20 17:05,48.569,-72.92717,148,109,12085.32,11,4.74,-9,12085,104
10/11/20 17:07,10/11/20 17:07,48.55383,-72.86383,150,109,12060.33,11,4.76,-14,12060,105
10/11/20 17:09,10/11/20 17:09,48.5395,-72.8,148,107,12034.42,11,4.8,-16,12034,106
10/11/20 17:11,10/11/20 17:11,48.526,-72.73583,148,107,12052.4,11,4.8,-15,12052,107
10/11/20 17:13,10/11/20 17:13,48.51283,-72.67183,148,107,12060.33,11,4.88,-16,12060,108
10/11/20 17:15,10/11/20 17:15,48.5,-72.6075,148,106,12046.31,11,4.9,-18,12046,109
10/11/20 17:17,10/11/20 17:17,48.48717,-72.5425,152,106,12037.47,10,4.92,-13,12037,110
10/11/20 17:19,10/11/20 17:19,48.47433,-72.47683,152,106,12046.31,11,4.82,-20,12046,111
10/11/20 17:21,10/11/20 17:21,48.46183,-72.411,152,105,12056.36,11,4.84,-14,12056,112
10/11/20 17:23,10/11/20 17:23,48.4495,-72.34483,152,105,12040.51,11,4.86,-14,12040,113
10/11/20 17:25,10/11/20 17:25,48.43717,-72.27817,154,105,12010.34,11,4.8,-14,12010,114
10/11/20 17:27,10/11/20 17:27,48.42483,-72.21033,157,105,11999.37,11,4.9,-12,11999,115
10/11/20 17:29,10/11/20 17:29,48.41283,-72.14183,157,104,12011.56,11,4.78,-11,12011,116
10/11/20 17:31,10/11/20 17:31,48.40067,-72.07333,157,104,11986.56,11,4.78,-8,11986,117
10/11/20 17:33,10/11/20 17:33,48.3885,-72.00483,157,104,11961.57,11,4.9,-8,11961,118
10/11/20 17:35,10/11/20 17:35,48.376,-71.935,161,105,11966.45,11,4.8,-5,11966,119
10/11/20 17:37,10/11/20 17:37,48.36333,-71.865,161,105,11991.44,10,4.9,-5,11991,120
10/11/20 17:39,10/11/20 17:39,48.3505,-71.795,159,105,11996.32,10,4.9,-9,11996,121
10/11/20 17:41,10/11/20 17:41,48.33733,-71.72617,157,106,11980.47,10,4.7,-2,11980,122
10/11/20 17:43,10/11/20 17:43,48.32433,-71.65767,157,105,11976.51,9,4.84,-4,11976,123
10/11/20 17:45,10/11/20 17:45,48.3115,-71.589,159,105,11990.53,9,4.76,1,11990,124
10/11/20 17:47,10/11/20 17:47,48.2985,-71.51967,161,105,12000.59,9,4.64,1,12000,125
10/11/20 17:49,10/11/20 17:49,48.28567,-71.45017,159,105,12030.46,9,4.92,-8,12030,126
10/11/20 17:51,10/11/20 17:51,48.273,-71.38117,159,105,12024.36,9,4.76,-11,12024,127
10/11/20 17:53,10/11/20 17:53,48.25967,-71.31167,161,106,12038.38,9,4.54,-6,12038,128
10/11/20 17:55,10/11/20 17:55,48.24567,-71.24217,161,107,12078.31,9,4.54,-1,12078,129
10/11/20 17:57,10/11/20 17:57,48.2305,-71.17267,163,108,12076.48,9,4.76,-4,12076,130
10/11/20 17:59,10/11/20 17:59,48.21467,-71.10317,163,108,12051.49,9,4.56,-2,12051,131
10/11/20 18:01,10/11/20 18:01,48.19933,-71.03317,163,107,12057.58,9,4.66,-2,12057,132
10/11/20 18:03,10/11/20 18:03,48.18417,-70.9635,163,107,12055.45,9,4.5,1,12055,133
10/11/20 18:05,10/11/20 18:05,48.1695,-70.8935,163,107,12032.28,9,4.76,-5,12032,134
10/11/20 18:07,10/11/20 18:07,48.155,-70.823,165,107,12030.46,8,4.56,-1,12030,135
10/11/20 18:09,10/11/20 18:09,48.14033,-70.7525,165,107,12027.41,8,4.8,-1,12027,136
10/11/20 18:11,10/11/20 18:11,48.1255,-70.6815,167,107,11997.54,8,4.62,-10,11997,137
10/11/20 18:13,10/11/20 18:13,48.11017,-70.60983,169,107,11994.49,8,4.48,-8,11994,138
10/11/20 18:15,10/11/20 18:15,48.09517,-70.53767,169,107,11944.5,9,4.78,-7,11944,139
10/11/20 18:17,10/11/20 18:17,48.08,-70.46533,169,107,11939.32,10,4.76,-5,11939,140
10/11/20 18:19,10/11/20 18:19,48.06467,-70.3925,170,107,11965.53,10,4.6,-3,11965,141
10/11/20 18:21,10/11/20 18:21,48.04883,-70.31933,172,108,11994.49,10,4.9,-7,11994,142
10/11/20 18:23,10/11/20 18:23,48.03267,-70.24567,174,108,11955.48,10,4.8,-7,11955,143
10/11/20 18:25,10/11/20 18:25,48.01567,-70.17167,176,109,11950.29,10,4.74,-5,11950,144
10/11/20 18:27,10/11/20 18:27,47.99717,-70.09783,176,111,11986.56,10,4.82,-10,11986,145
10/11/20 18:29,10/11/20 18:29,47.97833,-70.024,178,110,11970.41,10,4.74,-8,11970,146
10/11/20 18:31,10/11/20 18:31,47.959,-69.94933,180,111,11973.46,10,4.84,-4,11973,147
10/11/20 18:33,10/11/20 18:33,47.939,-69.87483,180,112,11933.53,10,4.84,-3,11933,148
10/11/20 18:35,10/11/20 18:35,47.91833,-69.801,176,112,11908.54,10,4.84,-9,11908,149
10/11/20 18:37,10/11/20 18:37,47.89767,-69.72983,172,114,11899.39,11,4.94,-3,11899,150
10/11/20 18:39,10/11/20 18:39,47.8765,-69.66067,167,114,11897.56,11,4.54,-6,11897,151
10/11/20 18:41,10/11/20 18:41,47.8555,-69.59433,163,115,11888.42,11,4.94,-6,11888,152
10/11/20 18:43,10/11/20 18:43,47.834,-69.5295,163,117,11864.34,12,4.82,-11,11864,153
10/11/20 18:45,10/11/20 18:45,47.81183,-69.46517,161,116,11889.33,12,4.92,-7,11889,154
10/11/20 18:47,10/11/20 18:47,47.78983,-69.401,161,117,11880.49,11,4.6,-9,11880,155
10/11/20 18:49,10/11/20 18:49,47.76783,-69.3375,159,117,11879.28,11,4.78,-11,11879,156
10/11/20 18:51,10/11/20 18:51,47.74567,-69.27417,159,116,11901.53,12,4.7,-10,11901,157
10/11/20 18:53,10/11/20 18:53,47.72383,-69.20983,161,117,11866.47,12,4.88,-7,11866,158
10/11/20 18:55,10/11/20 18:55,47.70133,-69.1455,163,118,11885.37,12,4.9,-2,11885,159
10/11/20 18:57,10/11/20 18:57,47.67817,-69.08183,163,117,11922.56,12,4.56,-8,11922,160
10/11/20 18:59,10/11/20 18:59,47.65583,-69.01683,163,116,11864.34,12,4.86,-8,11864,161
10/11/20 19:01,10/11/20 19:01,47.634,-68.952,161,116,11886.29,12,4.78,-5,11886,162
10/11/20 19:03,10/11/20 19:03,47.61283,-68.88767,161,115,11921.34,12,4.02,-3,11921,163
10/11/20 19:05,10/11/20 19:05,47.59267,-68.82167,163,114,11902.44,12,4.7,-5,11902,164
10/11/20 19:07,10/11/20 19:07,47.57267,-68.7565,159,114,11885.37,12,4.76,-11,11885,165
10/11/20 19:09,10/11/20 19:09,47.55283,-68.69267,157,114,11896.34,12,4.82,-3,11896,166
10/11/20 19:11,10/11/20 19:11,47.53283,-68.629,159,114,11915.55,12,4.36,-6,11915,167
10/11/20 19:13,10/11/20 19:13,47.51317,-68.56417,161,114,11913.41,12,4.52,-9,11913,168
10/11/20 19:15,10/11/20 19:15,47.49317,-68.49783,165,114,11908.54,12,4.22,0,11908,169
10/11/20 19:17,10/11/20 19:17,47.473,-68.431,165,113,11912.5,12,4.22,-2,11912,170
10/11/20 19:19,10/11/20 19:19,47.4525,-68.3635,167,114,11889.33,11,4.06,-1,11889,171
10/11/20 19:21,10/11/20 19:21,47.4315,-68.29667,167,115,11917.38,10,4.84,0,11917,172
10/11/20 19:23,10/11/20 19:23,47.41,-68.22983,167,115,11899.39,9,4.84,-6,11899,173
10/11/20 19:25,10/11/20 19:25,47.38817,-68.16383,163,116,11879.28,10,4.22,-10,11879,174
10/11/20 19:27,10/11/20 19:27,47.36633,-68.0995,161,117,11883.54,9,4.62,-7,11883,175
10/11/20 19:29,10/11/20 19:29,47.34417,-68.03583,163,117,11900.31,9,4.56,-6,11900,176
10/11/20 19:31,10/11/20 19:31,47.32183,-67.971,165,116,11907.32,9,4.6,-7,11907,177
10/11/20 19:33,10/11/20 19:33,47.29967,-67.90517,165,116,11881.41,8,4.78,-2,11881,178
10/11/20 19:35,10/11/20 19:35,47.27733,-67.8405,163,117,11872.57,9,3.42,2,11872,179
10/11/20 19:37,10/11/20 19:37,47.25433,-67.7775,159,118,11872.57,9,4.74,-1,11872,180
10/11/20 19:39,10/11/20 19:39,47.2315,-67.71617,156,119,11838.43,9,4.74,-2,11838,181
10/11/20 19:41,10/11/20 19:41,47.2085,-67.65683,154,119,11853.37,9,4.6,-3,11853,182
10/11/20 19:43,10/11/20 19:43,47.18517,-67.59817,154,120,11847.58,9,4.46,-8,11847,183
10/11/20 19:45,10/11/20 19:45,47.16167,-67.53983,154,120,11852.45,9,3.46,-2,11852,184
10/11/20 19:47,10/11/20 19:47,47.138,-67.48133,154,120,11868.3,10,4.08,-8,11868,185
10/11/20 19:55,10/11/20 19:55,47.04717,-67.23833,159,118,11886.29,10,4.46,-6,11886,4
10/11/20 19:57,10/11/20 19:57,47.0245,-67.17717,157,118,11887.5,10,4.68,-1,11887,5
10/11/20 20:01,10/11/20 20:01,46.978,-67.05717,159,119,11917.38,11,3.28,-3,11917,7
10/11/20 20:03,10/11/20 20:03,46.95417,-66.995,163,119,11896.34,11,4.18,-10,11896,8
10/11/20 20:05,10/11/20 20:05,46.92983,-66.93317,161,120,11882.32,11,4.5,-11,11882,9
10/11/20 20:07,10/11/20 20:07,46.906,-66.872,157,119,11872.57,11,3.28,-3,11872,10
10/11/20 20:09,10/11/20 20:09,46.88283,-66.81217,156,119,11864.34,11,3.4,-8,11864,11
10/13/20 10:10,10/13/20 10:10,55.12267,-15.747,126,156,12183.47,11,4.18,-13,12183,2
10/13/20 10:12,10/13/20 10:12,55.08783,-15.72067,126,155,12209.37,12,4.02,-17,12209,3
10/13/20 10:14,10/13/20 10:14,55.05267,-15.694,128,156,12224.31,12,4.02,-19,12224,4
10/13/20 10:16,10/13/20 10:16,55.01733,-15.668,128,157,12217.3,11,3.52,-17,12217,5
10/13/20 10:18,10/13/20 10:18,54.98167,-15.6425,128,158,12240.46,12,4.26,-18,12240,6
10/13/20 10:20,10/13/20 10:20,54.94633,-15.619,124,158,12237.42,11,4.12,-13,12237,7
10/13/20 10:22,10/13/20 10:22,54.91167,-15.59483,124,157,12236.5,11,4.06,-14,12236,8
10/13/20 10:24,10/13/20 10:24,54.87683,-15.5705,124,157,12203.58,12,4.5,-16,12203,9
10/13/20 10:26,10/13/20 10:26,54.84217,-15.54683,124,158,12210.59,12,4.62,-12,12210,10
10/13/20 10:30,10/13/20 10:30,54.77233,-15.50067,126,158,12218.52,12,4.5,-18,12218,12
10/13/20 10:32,10/13/20 10:32,54.73717,-15.47767,124,158,12214.56,12,4.18,-16,12214,13
10/13/20 10:34,10/13/20 10:34,54.70233,-15.45383,126,158,12212.42,12,4.78,-10,12212,14
10/13/20 10:36,10/13/20 10:36,54.667,-15.42933,126,157,12227.36,12,4.86,-8,12227,15
10/13/20 10:40,10/13/20 10:40,54.59667,-15.3755,128,155,12242.6,12,4.54,-18,12242,17
10/13/20 10:42,10/13/20 10:42,54.56133,-15.34833,128,157,12240.46,10,4.44,-18,12240,18
10/13/20 10:50,10/13/20 10:50,54.41983,-15.24917,130,156,12257.53,9,4.58,-15,12257,22
10/13/20 10:54,10/13/20 10:54,54.384,-15.222,131,155,12226.44,0,4.46,-22,24,
10/13/20 10:56,10/13/20 10:56,54.31217,-15.16617,131,155,12241.38,9,3.28,-5,12241,25
10/13/20 10:58,10/13/20 10:58,54.27617,-15.13833,131,155,12240.46,10,4.64,-10,12240,26
10/13/20 11:00,10/13/20 11:00,54.24,-15.11033,131,155,12245.34,10,4.72,-10,12245,27
10/13/20 11:02,10/13/20 11:02,54.20383,-15.08283,133,156,12244.43,10,4.92,-14,12244,28
10/13/20 11:04,10/13/20 11:04,54.16717,-15.05617,131,156,12233.45,10,4.36,-19,12233,29
10/13/20 11:08,10/13/20 11:08,54.094,-15.00283,133,156,12238.33,10,4.88,-10,12238,31
10/13/20 11:10,10/13/20 11:10,54.05717,-14.97633,133,157,12245.34,10,4.2,-12,12245,32
10/13/20 11:12,10/13/20 11:12,54.02017,-14.95017,133,157,12244.43,10,4.34,-12,12244,33
